,freq_ang,amplitude
0,-3.141592653589793,-1.0
1,-3.1354507324684056,-0.9999811384617625
2,-3.129308811347018,-0.9999245545585655
3,-3.12316689022563,-0.9998302504249277
4,-3.1170249691042424,-0.9996982296182912
5,-3.110883047982855,-0.9995284971188871
6,-3.1047411268614673,-0.9993210593295473
7,-3.0985992057400793,-0.9990759240754635
8,-3.0924572846186917,-0.9987931006038916
9,-3.086315363497304,-0.998472599583803
10,-3.0801734423759166,-0.9981144331054822
11,-3.0740315212545286,-0.9977186146800707
12,-3.067889600133141,-0.9972851592390573
13,-3.0617476790117535,-0.9968140831337146
14,-3.055605757890366,-0.9963054041344825
15,-3.049463836768978,-0.9957591414302981
16,-3.0433219156475904,-0.9951753156278709
17,-3.037179994526203,-0.9945539487509063
18,-3.0310380734048152,-0.9938950642392747
19,-3.0248961522834272,-0.9931986869481266
20,-3.0187542311620397,-0.9924648431469562
21,-3.012612310040652,-0.9916935605186091
22,-3.0064703889192645,-0.9908848681582388
23,-3.0003284677978765,-0.9900387965722093
24,-2.994186546676489,-0.9891553776769436
25,-2.9880446255551014,-0.9882346447977202
26,-2.981902704433714,-0.987276632667416
27,-2.975760783312326,-0.9862813774251958
28,-2.9696188621909383,-0.9852489166151492
29,-2.9634769410695507,-0.9841792891848745
30,-2.957335019948163,-0.9830725354840089
31,-2.951193098826775,-0.9819286972627066
32,-2.9450511777053876,-0.9807478176700648
33,-2.938909256584,-0.9795299412524945
34,-2.9327673354626125,-0.9782751139520408
35,-2.9266254143412245,-0.97698338310465
36,-2.920483493219837,-0.9756547974383837
37,-2.9143415720984494,-0.9742894070715806
38,-2.908199650977062,-0.9728872635109659
39,-2.902057729855674,-0.9714484196497082
40,-2.8959158087342862,-0.9699729297654247
41,-2.8897738876128987,-0.9684608495181332
42,-2.883631966491511,-0.9669122359481523
43,-2.8774900453701235,-0.9653271474739503
44,-2.8713481242487355,-0.9637056438899408
45,-2.865206203127348,-0.9620477863642276
46,-2.8590642820059604,-0.960353637436297
47,-2.8529223608845724,-0.9586232610146582
48,-2.846780439763185,-0.9568567223744338
49,-2.8406385186417973,-0.9550540881548957
50,-2.8344965975204097,-0.9532154263569526
51,-2.828354676399022,-0.9513408063405838
52,-2.822212755277634,-0.9494302988222237
53,-2.8160708341562466,-0.9474839758720938
54,-2.809928913034859,-0.9455019109114833
55,-2.8037869919134715,-0.9434841787099802
56,-2.7976450707920835,-0.9414308553826508
57,-2.791503149670696,-0.9393420183871681
58,-2.7853612285493083,-0.9372177465208897
59,-2.779219307427921,-0.9350581199178858
60,-2.7730773863065328,-0.9328632200459155
61,-2.766935465185145,-0.930633129703355
62,-2.7607935440637577,-0.9283679330160726
63,-2.75465162294237,-0.9260677154342563
64,-2.748509701820982,-0.9237325637291894
65,-2.7423677806995945,-0.921362565989979
66,-2.736225859578207,-0.9189578116202306
67,-2.7300839384568194,-0.9165183913346773
68,-2.7239420173354314,-0.9140443971557568
69,-2.717800096214044,-0.9115359224101411
70,-2.7116581750926563,-0.9089930617252149
71,-2.7055162539712687,-0.906415911025506
72,-2.6993743328498807,-0.9038045675290672
73,-2.693232411728493,-0.9011591297438094
74,-2.6870904906071056,-0.8984796974637843
75,-2.680948569485718,-0.8957663717654206
76,-2.6748066483643305,-0.8930192550037112
77,-2.6686647272429425,-0.8902384508083515
78,-2.662522806121555,-0.8874240640798313
79,-2.6563808850001673,-0.8845762009854762
80,-2.6502389638787793,-0.8816949689554432
81,-2.6440970427573918,-0.8787804766786691
82,-2.637955121636004,-0.8758328340987686
83,-2.6318132005146166,-0.872852152409888
84,-2.625671279393229,-0.8698385440525109
85,-2.619529358271841,-0.8667921227092156
86,-2.6133874371504535,-0.8637130033003876
87,-2.607245516029066,-0.8606013019798838
88,-2.601103594907678,-0.8574571361306509
89,-2.5949616737862904,-0.854280624360298
90,-2.588819752664903,-0.8510718864966212
91,-2.5826778315435153,-0.8478310435830846
92,-2.5765359104221277,-0.8445582178742531
93,-2.5703939893007397,-0.8412535328311811
94,-2.564252068179352,-0.8379171131167554
95,-2.5581101470579646,-0.8345490845909922
96,-2.5519682259365766,-0.8311495743062886
97,-2.545826304815189,-0.8277187105026316
98,-2.5396843836938015,-0.8242566226027587
99,-2.533542462572414,-0.8207634412072763
100,-2.5274005414510263,-0.8172392980897335
101,-2.5212586203296383,-0.8136843261916504
102,-2.5151166992082508,-0.8100986596175042
103,-2.508974778086863,-0.8064824336296691
104,-2.502832856965475,-0.8028357846433142
105,-2.4966909358440876,-0.7991588502212587
106,-2.4905490147227,-0.7954517690687808
107,-2.4844070936013125,-0.7917146810283862
108,-2.478265172479925,-0.7879477270745329
109,-2.4721232513585374,-0.7841510493083128
110,-2.4659813302371494,-0.7803247909520917
111,-2.459839409115762,-0.7764690963441065
112,-2.4536974879943743,-0.7725841109330196
113,-2.4475555668729863,-0.7686699812724322
114,-2.4414136457515987,-0.7647268550153579
115,-2.435271724630211,-0.7607548809086493
116,-2.4291298035088236,-0.7567542087873895
117,-2.422987882387436,-0.7527249895692391
118,-2.416845961266048,-0.7486673752487422
119,-2.4107040401446604,-0.7445815188915949
120,-2.404562119023273,-0.7404675746288686
121,-2.398420197901885,-0.7363256976511972
122,-2.3922782767804973,-0.732156044202923
123,-2.3861363556591098,-0.727958771576202
124,-2.379994434537722,-0.7237340381050702
125,-2.3738525134163346,-0.7194820031594715
126,-2.3677105922949466,-0.715202827139245
127,-2.361568671173559,-0.7108966714680756
128,-2.3554267500521715,-0.7065636985874026
129,-2.3492848289307835,-0.7022040719502932
130,-2.343142907809396,-0.697817956015277
131,-2.3370009866880084,-0.6934055162401404
132,-2.330859065566621,-0.6889669190756866
133,-2.3247171444452333,-0.6845023319594559
134,-2.3185752233238452,-0.6800119233094091
135,-2.3124333022024577,-0.6754958625175757
136,-2.30629138108107,-0.6709543199436622
137,-2.300149459959682,-0.6663874669086259
138,-2.2940075388382946,-0.661795475688214
139,-2.287865617716907,-0.6571785195064618
140,-2.2817236965955194,-0.6525367725291606
141,-2.275581775474132,-0.6478704098572868
142,-2.269439854352744,-0.6431796075203957
143,-2.2632979332313563,-0.6384645424699834
144,-2.2571560121099687,-0.633725392572809
145,-2.2510140909885807,-0.6289623366041861
146,-2.244872169867193,-0.62417555424124
147,-2.2387302487458056,-0.6193652260561276
148,-2.232588327624418,-0.6145315335092268
149,-2.2264464065030305,-0.6096746589422912
150,-2.220304485381643,-0.6047947855715715
151,-2.214162564260255,-0.5998920974809038
152,-2.2080206431388674,-0.5949667796147664
153,-2.20187872201748,-0.5900190177713016
154,-2.195736800896092,-0.5850489985953075
155,-2.1895948797747042,-0.580056909571198
156,-2.1834529586533167,-0.5750429390159292
157,-2.177311037531929,-0.5700072760718955
158,-2.1711691164105416,-0.5649501106997952
159,-2.1650271952891535,-0.5598716336714642
160,-2.158885274167766,-0.5547720365626805
161,-2.1527433530463784,-0.5496515117459353
162,-2.1466014319249904,-0.5445102523831777
163,-2.140459510803603,-0.5393484524185285
164,-2.1343175896822153,-0.534166306570962
165,-2.1281756685608277,-0.5289640103269625
166,-2.12203374743944,-0.523741759933149
167,-2.115891826318052,-0.518499752388872
168,-2.1097499051966646,-0.5132381854387839
169,-2.1036079840752766,-0.5079572575653761
170,-2.097466062953889,-0.5026571679814957
171,-2.0913241418325015,-0.49733811662282695
172,-2.085182220711114,-0.49200030414035095
173,-2.0790402995897264,-0.48664393189277616
174,-2.072898378468339,-0.4812692019389425
175,-2.0667564573469512,-0.47587631703019917
176,-2.0606145362255632,-0.4704654806027555
177,-2.0544726151041757,-0.4650368967700087
178,-2.0483306939827877,-0.45959077031484097
179,-2.0421887728614,-0.4541273066818979
180,-2.0360468517400125,-0.4486467119698355
181,-2.029904930618625,-0.4431491929235473
182,-2.0237630094972374,-0.4376349569263647
183,-2.01762108837585,-0.43210421199223387
184,-2.011479167254462,-0.42655716675786853
185,-2.0053372461330743,-0.42099403047488104
186,-1.9991953250116865,-0.4154150130018863
187,-1.993053403890299,-0.40982032479658753
188,-1.9869114827689112,-0.4042101769078353
189,-1.9807695616475236,-0.39858478096766775
190,-1.9746276405261358,-0.39294434918332594
191,-1.9684857194047483,-0.38728909432924963
192,-1.9623437982833605,-0.38161922973904994
193,-1.956201877161973,-0.3759349692974627
194,-1.9500599560405851,-0.3702365274322788
195,-1.9439180349191976,-0.36452411910625704
196,-1.9377761137978098,-0.3587979598090131
197,-1.9316341926764222,-0.3530582655488924
198,-1.9254922715550344,-0.34730525284482017
199,-1.9193503504336469,-0.34153913871813496
200,-1.913208429312259,-0.33576014068440047
201,-1.9070665081908715,-0.32996847674520197
202,-1.9009245870694838,-0.32416436537992066
203,-1.8947826659480962,-0.3183480255374939
204,-1.8886407448267084,-0.312519676628154
205,-1.8824988237053208,-0.30667953851515295
206,-1.876356902583933,-0.300827831506467
207,-1.8702149814625455,-0.2949647763464876
208,-1.8640730603411577,-0.2890905942076924
209,-1.8579311392197702,-0.28320550668230404
210,-1.8517892180983824,-0.2773097357739287
211,-1.8456472969769948,-0.2714035038891838
212,-1.839505375855607,-0.2654870338293059
213,-1.8333634547342195,-0.259560548781748
214,-1.827221533612832,-0.25362427231175855
215,-1.8210796124914441,-0.24767842835394854
216,-1.8149376913700566,-0.2417232412038448
217,-1.8087957702486688,-0.23575893550942717
218,-1.8026538491272812,-0.2297857362626559
219,-1.7965119280058934,-0.22380386879098252
220,-1.7903700068845059,-0.21781355874885158
221,-1.784228085763118,-0.21181503210918648
222,-1.7780861646417305,-0.20580851515486684
223,-1.7719442435203427,-0.1997942344701906
224,-1.7658023223989552,-0.1937724169323284
225,-1.7596604012775674,-0.18774328970276333
226,-1.7535184801561798,-0.1817070802187234
227,-1.747376559034792,-0.1756640161846001
228,-1.7412346379134045,-0.16961432556336062
229,-1.7350927167920167,-0.16355823656794646
230,-1.7289507956706291,-0.15749597765266637
231,-1.7228088745492414,-0.1514277775045766
